Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance
Moonee Ponds,4 Ngarveno St,2,h,,S,Nelson,12-11-2016,6.9
Moonee Ponds,30 Tennyson St,3,h,1505000.0,S,Jellis,12-11-2016,6.9
Moonee Ponds,10/40 Young St,2,t,515000.0,VB,Edward,12-11-2016,6.9
Moonee Ponds,112 Dean St,3,h,1100000.0,VB,Brad,13-08-2016,6.9
Moonee Ponds,4/719 Mt Alexander Rd,2,u,,SP,Rendina,13-08-2016,6.9
Moonee Ponds,13/110 Maribyrnong Rd,2,u,330000.0,VB,Brad,14-05-2016,6.9
Moonee Ponds,59 Scott St,3,h,1145000.0,SP,Nelson,14-05-2016,6.9
Moonee Ponds,24 Steele St,4,h,1322000.0,S,Nelson,14-05-2016,6.9
Moonee Ponds,29 Winchester St,2,h,1015000.0,S,Nelson,14-05-2016,6.9
Moonee Ponds,25 Argyle St,2,h,750000.0,VB,Nelson,15-10-2016,6.9
Moonee Ponds,14 Eglinton St,2,h,1013000.0,S,Raine,15-10-2016,6.9
Moonee Ponds,4 Lennox St,3,h,840000.0,VB,Nelson,15-10-2016,6.9
Moonee Ponds,103/701 Mt Alexander Rd,1,u,465000.0,S,Frank,15-10-2016,6.9
Moonee Ponds,10 Normanby St,4,h,1150000.0,S,Nelson,15-10-2016,6.9
Moonee Ponds,75 Scott St,5,h,1900000.0,VB,Nelson,15-10-2016,6.9
Moonee Ponds,83 Scott St,3,t,890500.0,S,Brad,15-10-2016,6.9
Moonee Ponds,44 Vine St,5,h,2340000.0,S,Rendina,15-10-2016,6.9
Moonee Ponds,10/7 York St,1,u,,S,Brad,15-10-2016,6.9
Moonee Ponds,2 Addison St,3,h,1370000.0,S,Nelson,16-04-2016,6.9
Moonee Ponds,61 Athol St,3,h,1400000.0,SP,Brad,16-04-2016,6.9
Moonee Ponds,22 McPherson St,4,h,1310000.0,S,Jellis,16-04-2016,6.9
Moonee Ponds,4 Milverton St,4,h,1833000.0,SP,Jellis,16-04-2016,6.9
Moonee Ponds,49 Derby St,3,h,855000.0,S,Brad,16-07-2016,6.9
Moonee Ponds,172 Maribyrnong Rd,3,h,930000.0,S,Brad,16-07-2016,6.9
Moonee Ponds,6 Robinson St,4,h,1640000.0,S,Brad,16-07-2016,6.9
Moonee Ponds,38 Addison St,3,h,1480000.0,S,Alexkarbon,17-09-2016,6.9
Moonee Ponds,31 Bruce St,3,t,902000.0,S,Frank,17-09-2016,6.9
Moonee Ponds,1/19 Montague St,2,u,672000.0,SP,Nelson,17-09-2016,6.9
Moonee Ponds,6/9 St James St,2,u,410000.0,S,Brad,17-09-2016,6.9
Moonee Ponds,113 Buckley St,1,u,1685000.0,S,Nelson,18-06-2016,6.9
Moonee Ponds,54b Salisbury St,3,t,842500.0,S,Jellis,18-06-2016,6.9
Moonee Ponds,31 Wordsworth St,4,h,1345000.0,SP,Brad,18-06-2016,6.9
Moonee Ponds,35 Athol St,3,h,1425000.0,SP,Brad,22-05-2016,6.9
Moonee Ponds,36 Derby St,3,t,1345000.0,SP,Barry,22-05-2016,6.9
Moonee Ponds,2/118 Holmes Rd,2,u,330000.0,SP,Jellis,22-05-2016,6.9
Moonee Ponds,1/132 Pascoe Vale Rd,4,t,726000.0,S,Nelson,22-05-2016,6.9
Moonee Ponds,1a Ardmillan Rd,3,h,1250000.0,S,Raine,23-04-2016,6.9
Moonee Ponds,2/102 Bent St,3,t,870000.0,S,Nelson,23-04-2016,6.9
Moonee Ponds,9 Newton Pde,2,h,801000.0,S,Brad,23-04-2016,6.9
Moonee Ponds,77a Scott St,3,h,1390000.0,S,Brad,23-04-2016,6.9
Moonee Ponds,36 Aberfeldie St,3,h,1725000.0,PI,Nelson,24-09-2016,6.9
Moonee Ponds,9/14 Ardmillan Rd,2,u,,S,Brad,24-09-2016,6.9
Moonee Ponds,86a Dean St,3,t,,S,Jellis,24-09-2016,6.9
Moonee Ponds,1/5 Park St,1,u,415000.0,S,Weda,24-09-2016,6.9
Moonee Ponds,20 Railway Cr,2,h,780000.0,PI,Nelson,24-09-2016,6.9
Moonee Ponds,5/8 Scotia St,2,t,,SN,Frank,24-09-2016,6.9
Moonee Ponds,6/8 Scotia St,2,t,670000.0,SP,Frank,24-09-2016,6.9
Moonee Ponds,13/9 The Strand,3,u,650000.0,SP,Brad,24-09-2016,6.9
Moonee Ponds,4/6 Turner St,2,u,600000.0,S,Woodards,24-09-2016,6.9
Moonee Ponds,6/28 Hopetoun St,1,u,,PI,Barry,26-07-2016,6.9
Moonee Ponds,36 Scotia St,3,h,850000.0,S,Nelson,26-07-2016,6.9
Moonee Ponds,5/51 Buckley St,1,u,292000.0,S,Barry,27-06-2016,6.9
Moonee Ponds,55 Darling St,2,h,,SP,Nelson,27-06-2016,6.9
Moonee Ponds,15 Orford St,2,h,956000.0,SP,Nelson,27-06-2016,6.9
Moonee Ponds,151b Park St,3,h,961000.0,PI,Rendina,27-06-2016,6.9
Moonee Ponds,2 Parry St,5,h,1740000.0,S,Brad,27-06-2016,6.9
Moonee Ponds,28 Vine St,3,h,1683000.0,SP,Rendina,27-06-2016,6.9
Moonee Ponds,1/16 Capulet St,2,u,730000.0,SP,Woodards,28-05-2016,6.9
Moonee Ponds,124 Eglinton St,3,h,,S,Nelson,28-05-2016,6.9
Moonee Ponds,21 Winchester St,2,h,831000.0,S,Barry,28-05-2016,6.9
Moonee Ponds,11 Bowen St,3,h,930000.0,S,Nelson,28-08-2016,6.9
Moonee Ponds,27 Moore St,3,h,800000.0,VB,Nelson,28-08-2016,6.9
Moonee Ponds,54 Ngarveno St,3,h,1111000.0,S,Ray,28-08-2016,6.9
Moonee Ponds,3 Norfolk St,2,h,900000.0,S,Nelson,28-08-2016,6.9
Moonee Ponds,3 Victoria St,2,h,822500.0,S,Nelson,28-08-2016,6.9
Moonee Ponds,33 Walker St,4,h,1400000.0,S,Jellis,28-08-2016,6.9
Moonee Ponds,4/7 York St,1,u,336000.0,S,Brad,28-08-2016,6.9
Moonee Ponds,4/208 Maribyrnong Rd,2,t,800000.0,S,Nelson,30-07-2016,6.9
Moonee Ponds,56 Salisbury St,4,h,,S,Jellis,30-07-2016,6.9
Moorabbin,21 Fiddes St,3,h,1224000.0,S,Buxton,03-09-2016,14.6
Moorabbin,23 Fiddes St,3,h,1020000.0,S,Buxton,03-09-2016,14.6
Moorabbin,19 Hamer St,3,h,1000000.0,S,O'Brien,03-09-2016,14.6
Moorabbin,6/1015 Nepean Hwy,1,u,380500.0,S,Ray,03-09-2016,14.6
Moorabbin,38 Grandview Gr,2,h,950000.0,SP,Buxton,04-06-2016,14.6
Moorabbin,5a Narooma St,4,t,,SN,hockingstuart,04-06-2016,14.6
Moorabbin,1a Rodney St,3,h,750000.0,PI,hockingstuart,04-06-2016,14.6
Moorabbin,8b William St,4,h,1140000.0,SA,Buxton,04-06-2016,14.6
Moorabbin,49 Clay St,3,h,,SN,Branon,07-05-2016,14.6
Moorabbin,1/1017 Nepean Hwy,3,t,750000.0,PI,Buxton,07-05-2016,14.6
Moorabbin,208/11 Central Av,2,u,490500.0,S,Ray,07-11-2016,14.6
Moorabbin,1/4 Grandview Gr,3,u,931000.0,S,hockingstuart,07-11-2016,14.6
Moorabbin,38 Royena Rd,4,h,1000000.0,S,C21,07-11-2016,14.6
Moorabbin,2/17 Barilla Rd,2,u,655000.0,S,Buxton,08-10-2016,14.6
Moorabbin,83 Bulli St,4,h,1200000.0,S,Buxton,08-10-2016,14.6
Moorabbin,14 Avon St,3,h,987000.0,S,Buxton,10-09-2016,14.6
Moorabbin,15 Genoa St,3,h,937000.0,S,Hodges,10-09-2016,14.6
Moorabbin,5 Schofield St,4,h,1426000.0,S,McGrath,10-09-2016,14.6
Moorabbin,2b Rice St,3,t,910000.0,S,hockingstuart,12-11-2016,14.6
Moorabbin,5 Florida Ct,4,h,1385000.0,S,Gary,14-05-2016,14.6
Moorabbin,34 Fletcher St,3,h,,SN,Bayside,15-10-2016,14.6
Moorabbin,2/30 Matilda Rd,3,t,905000.0,S,hockingstuart,15-10-2016,14.6
Moorabbin,10a Narooma St,3,u,1035000.0,S,C21,16-04-2016,14.6
Moorabbin,2/1 Perry St,3,t,785000.0,S,Ray,16-04-2016,14.6
Moorabbin,118 Rowans Rd,3,h,901000.0,S,O'Brien,16-07-2016,14.6
Moorabbin,2 Margaret St,4,h,1300000.0,S,Woodards,17-09-2016,14.6
Moorabbin,1 Otford Cl,3,h,975000.0,S,Woodards,17-09-2016,14.6
Moorabbin,13 Franklin St,3,h,725000.0,PI,Ray,22-05-2016,14.6
Moorabbin,5 Margaret St,3,h,981000.0,S,Buxton,22-05-2016,14.6
Moorabbin,10b Narooma St,3,u,985000.0,SP,C21,22-05-2016,14.6
Moorabbin,5 Bruthen St,3,h,975000.0,SP,Buxton,22-08-2016,14.6
Moorabbin,88 Bulli St,4,h,1035000.0,S,Ray,24-09-2016,14.6
Moorabbin,2/86 Chapel Rd,3,t,805000.0,S,Buxton,24-09-2016,14.6
Moorabbin,610/6 Station St,2,u,460000.0,PI,Ray,24-09-2016,14.6
Moorabbin,10 Beilby St,3,h,800000.0,PI,hockingstuart,26-07-2016,14.6
Moorabbin,56 Chapel Rd,4,h,921000.0,S,Buxton,26-07-2016,14.6
Moorabbin,6a Clay St,3,t,917000.0,S,Ray,26-07-2016,14.6
Moorabbin,52 Royena Rd,3,h,890000.0,PI,Buxton,26-07-2016,14.6
Moorabbin,51 Clay St,3,h,1008000.0,S,McGrath,27-06-2016,14.6
Moorabbin,8 Barilla Rd,4,h,1035000.0,S,Buxton,28-05-2016,14.6
Moorabbin,77 Chapel Rd,3,h,920000.0,S,hockingstuart,28-05-2016,14.6
Moorabbin,17 Horsmunden Rd,4,h,1160000.0,S,Gary,28-05-2016,14.6
Moorabbin,6 Wimmera St,3,h,825000.0,PI,Buxton,28-05-2016,14.6
Moorabbin,24a Franklin St,3,t,800000.0,S,Buxton,28-08-2016,14.6
Moorabbin,446 South Rd,3,h,,PN,Greg,28-08-2016,14.6
Moorabbin,1/23 Genoa St,1,u,240000.0,VB,Ray,30-07-2016,14.6
Moorabbin,1/1 Perry St,4,t,1105000.0,S,Hodges,30-07-2016,14.6
Newport,23a Farm St,3,h,1025000.0,SP,Sweeney,03-09-2016,8.4
Newport,1/26 Thorpe St,3,h,826000.0,S,Village,03-09-2016,8.4
Newport,1/24 Maddox Rd,3,u,,W,RT,04-06-2016,8.4
Newport,2/24 Maddox Rd,3,u,760000.0,PI,RT,04-06-2016,8.4
Newport,70 Market St,4,h,710000.0,S,Greg,04-06-2016,8.4
Newport,473 Melbourne Rd,3,h,920000.0,VB,Williams,04-06-2016,8.4
Newport,46 River St,4,h,940000.0,VB,Williams,04-06-2016,8.4
Newport,4/31 Clyde St,3,h,655800.0,S,Greg,06-08-2016,8.4
Newport,51 Home Rd,4,h,1082000.0,S,Village,06-08-2016,8.4
Newport,125 Mason St,3,h,,S,Greg,06-08-2016,8.4
Newport,3 River St,3,h,1210000.0,SP,Williams,06-08-2016,8.4
Newport,73 William St,4,h,,S,RT,06-08-2016,8.4
Newport,82 Charlotte St,3,h,880000.0,S,Sweeney,07-05-2016,8.4
Newport,29 Latrobe St,4,h,1340000.0,S,Raine&Horne,07-05-2016,8.4
Newport,37/114 Mason St,1,u,335000.0,S,Williams,07-05-2016,8.4
Newport,53 River St,4,h,1260000.0,PI,Village,07-05-2016,8.4
Newport,1/94 The Strand,3,h,1400000.0,PI,Greg,07-05-2016,8.4
Newport,37 Alma Tce,3,h,995000.0,SP,Greg,07-11-2016,8.4
Newport,3/5 Clyde St,3,t,,SN,Village,07-11-2016,8.4
Newport,2 Jubilee St,3,h,,SP,Williams,07-11-2016,8.4
Newport,33 Oxford St,4,h,1380000.0,S,Williams,07-11-2016,8.4
Newport,23 Alma Tce,3,h,1220000.0,S,Williams,08-10-2016,8.4
Newport,99 Anderson St,3,h,785000.0,S,RT,08-10-2016,8.4
Newport,1/24 Maddox Rd,3,h,810000.0,PI,RT,08-10-2016,8.4
Newport,5/222 Mason St,3,t,595000.0,PI,Greg,08-10-2016,8.4
Newport,22 Mirls St,2,h,962000.0,S,Village,08-10-2016,8.4
Newport,79 Blackshaws Rd,4,h,860000.0,PI,Sweeney,10-09-2016,8.4
Newport,83 Challis St,5,h,1220000.0,S,Williams,10-09-2016,8.4
Newport,39 Elizabeth St,3,h,930000.0,SP,Williams,10-09-2016,8.4
Newport,21 Croker St,3,h,810000.0,S,Williams,12-11-2016,8.4
Newport,7 Rosshire Rd,3,h,776000.0,S,RT,12-11-2016,8.4
Newport,87 Elizabeth St,3,h,1002500.0,S,Jas,14-05-2016,8.4
Newport,10 Port St,3,h,807500.0,S,Sweeney,14-05-2016,8.4
Newport,1 River St,2,h,1120000.0,S,RT,14-05-2016,8.4
Newport,21 Tait St,3,h,950000.0,S,Greg,14-05-2016,8.4
Newport,75 Woods St,4,h,1620000.0,S,Williams,14-05-2016,8.4
Newport,73 Farm St,3,h,923000.0,S,Village,15-10-2016,8.4
Newport,31 Milford St,2,h,1030000.0,S,Village,15-10-2016,8.4
Newport,115 North Rd,3,h,1046000.0,SP,Sweeney,15-10-2016,8.4
Newport,1/20 Walker St,2,u,,PI,Barlow,15-10-2016,8.4
Newport,5 Croker St,3,h,716000.0,S,Williams,16-04-2016,8.4
Newport,1 Durkin St,2,h,740000.0,S,RT,16-04-2016,8.4
Newport,91 High St,4,h,970000.0,S,Greg,16-04-2016,8.4
Newport,2/29 Maddox Rd,3,t,735000.0,S,Williams,16-04-2016,8.4
Newport,20 Bruce St,2,h,762000.0,S,Williams,16-07-2016,8.4
Newport,39/114 Mason St,2,u,485000.0,SP,Williams,16-07-2016,8.4
Newport,153 Mason St,3,h,950000.0,S,Jas,16-07-2016,8.4
Newport,6 Speight St,4,h,1280000.0,S,Raine,16-07-2016,8.4
Newport,50 Alma Tce,4,h,,SN,Williams,17-09-2016,8.4
Newport,15 Jubilee St,4,h,1040000.0,S,Greg,17-09-2016,8.4
Newport,75 Oakbank St,2,h,922000.0,S,Williams,17-09-2016,8.4
Newport,4 Peel St,5,h,2415000.0,S,Williams,17-09-2016,8.4
Newport,16 Blenheim Rd,3,h,1176000.0,S,hockingstuart,18-06-2016,8.4
Newport,4/38 Blenheim Rd,3,h,,PI,Hunter,18-06-2016,8.4
Newport,106 Johnston St,4,h,1265000.0,S,RT,18-06-2016,8.4
Newport,94 Mason St,2,h,801000.0,SP,Williams,18-06-2016,8.4
Newport,8 Agg St,3,h,993000.0,SP,Williams,22-05-2016,8.4
Newport,29 Charlotte St,3,h,901000.0,SP,Trimson,22-05-2016,8.4
Newport,8 Crawford St,2,h,650000.0,SP,Raine&Horne,22-05-2016,8.4
Newport,279 Melbourne Rd,4,h,,SN,Williams,22-05-2016,8.4
Newport,60 Speight St,3,h,891500.0,SP,Sweeney,22-08-2016,8.4
Newport,75 The Strand,4,h,3420000.0,PI,RT,22-08-2016,8.4
Newport,1/31 Elizabeth St,2,u,560000.0,SP,Williams,23-04-2016,8.4
Newport,63 Mason St,3,h,805000.0,S,RT,23-04-2016,8.4
Newport,5/67 Oxford St,2,h,680000.0,SP,RT,23-04-2016,8.4
Newport,1/27 Clyde St,4,t,827500.0,S,Greg,24-09-2016,8.4
Newport,16 Davies St,2,h,793000.0,S,Gunn&Co,24-09-2016,8.4
Newport,55 Elphin St,3,h,,SP,Raine,24-09-2016,8.4
Newport,71 Hobson St,3,h,988000.0,SP,Jas,24-09-2016,8.4
Newport,1/41 Laurie St,3,h,,PI,Jas,24-09-2016,8.4
Newport,112 Mason St,3,t,747000.0,S,Jas,24-09-2016,8.4
Newport,193 Mason St,3,h,910000.0,S,Greg,24-09-2016,8.4
Newport,14 Oakbank St,2,h,896000.0,S,RT,24-09-2016,8.4
Newport,69 William St,3,h,,S,RT,24-09-2016,8.4
Newport,26 Croker St,4,t,930000.0,PI,Greg,26-07-2016,8.4
Newport,176 Mason St,2,h,,SN,Raine,26-07-2016,8.4
Newport,42 Farm St,3,h,1151000.0,S,Williams,27-06-2016,8.4
Newport,8 Junction St,3,h,,SP,Williams,27-06-2016,8.4
Newport,108 Mason St,4,t,820000.0,S,Sweeney,27-06-2016,8.4
Newport,7 Durkin St,3,h,945000.0,S,Jas,28-05-2016,8.4
Newport,10 Crawford St,1,h,643700.0,SP,Greg,28-08-2016,8.4
Newport,16 Milford St,2,h,760000.0,S,Williams,28-08-2016,8.4
Newport,487 Melbourne Rd,8,h,881000.0,S,Jas,30-07-2016,8.4
Newport,87 Schutt St,3,h,900000.0,SP,Greg,30-07-2016,8.4
Niddrie,28 Coghlan St,3,t,830000.0,S,Barry,03-09-2016,11.2
Niddrie,57a Hamilton St,4,t,1065000.0,S,Barry,03-09-2016,11.2
Niddrie,3a Irving St,3,h,780000.0,PI,McDonald,03-09-2016,11.2
Niddrie,9 Willow Cr,3,h,950000.0,SP,Brad,03-09-2016,11.2
Niddrie,9 Willowtree Cr,3,h,950000.0,SP,Brad,03-09-2016,11.2
Niddrie,4/67 Hoffmans Rd,2,u,457000.0,S,Brad,04-06-2016,11.2
Niddrie,3/42 Sapphire St,2,u,660000.0,S,Barry,04-06-2016,11.2
Niddrie,2e The Avenue,3,t,661000.0,S,Biggin,04-06-2016,11.2
Niddrie,97 Haldane Rd,3,t,770000.0,S,Frank,07-05-2016,11.2
Niddrie,45a Nolan St,3,h,895500.0,S,Nelson,07-05-2016,11.2
Niddrie,39 Cuthbert St,4,h,1350000.0,SP,Barry,07-11-2016,11.2
Niddrie,2/55 Garnet St,3,t,820000.0,PI,Nelson,07-11-2016,11.2
Niddrie,4/6 Elstone Ct,3,t,615000.0,VB,Barry,08-10-2016,11.2
Niddrie,2/49 Hamilton St,2,t,617500.0,S,Harcourts,10-09-2016,11.2
Niddrie,47 Carrington Rd,3,u,970000.0,S,Nelson,12-11-2016,11.2
Niddrie,87 Hotham Rd,2,h,657000.0,S,Barry,12-11-2016,11.2
Niddrie,1j Newman St,2,t,590000.0,PI,Barry,12-11-2016,11.2
Niddrie,45 Vaynor St,3,h,710000.0,S,Nelson,12-11-2016,11.2
Niddrie,21 Diamond St,3,h,840000.0,S,Brad,13-08-2016,11.2
Niddrie,21 Hamilton St,3,h,975000.0,S,Barry,13-08-2016,11.2
Niddrie,2/37 Garnet St,3,u,600000.0,SP,Barry,14-05-2016,11.2
Niddrie,17 George St,4,h,875000.0,VB,Barry,14-05-2016,11.2
Niddrie,98 Haldane Rd,3,h,785000.0,S,Barry,14-05-2016,11.2
Niddrie,12 Moushall Av,4,t,895000.0,SP,Barry,14-05-2016,11.2
Niddrie,2 Michael Ct,3,t,840000.0,S,Barry,15-10-2016,11.2
Niddrie,26 Nolan St,3,h,1076000.0,S,Barry,16-04-2016,11.2
Niddrie,11 Spring St,4,h,850000.0,S,Barry,16-04-2016,11.2
Niddrie,44 Jackson St,5,h,1400000.0,VB,Nelson,17-09-2016,11.2
Niddrie,2 Kelvin Cl,4,h,1080000.0,S,Nelson,17-09-2016,11.2
Niddrie,2 Hanson St,3,h,773000.0,S,Nelson,18-06-2016,11.2
Niddrie,2/50 Jackson St,3,u,700000.0,S,Nelson,18-06-2016,11.2
Niddrie,1/15 Ross St,3,u,760000.0,S,Barry,18-06-2016,11.2
Niddrie,14 Rebecca Pl,4,t,,PN,Barry,22-05-2016,11.2
Niddrie,50 Hotham Rd,3,h,1015000.0,S,Barry,22-08-2016,11.2
Niddrie,33 Newman St,3,h,875000.0,SP,Nelson,22-08-2016,11.2
Niddrie,2/26 Grandview Rd,3,u,773000.0,S,Barry,26-07-2016,11.2
Niddrie,142 Hotham Rd,2,u,522500.0,SP,Nelson,26-07-2016,11.2
Niddrie,2a Rosehill Rd,4,t,790000.0,PI,Nelson,26-07-2016,11.2
Niddrie,4 Ida St,3,h,1100000.0,S,Barry,27-06-2016,11.2
Niddrie,4 Muriel St,2,h,1007000.0,S,Nelson,27-06-2016,11.2
Niddrie,1/10 Nolan St,3,u,,S,Nelson,27-06-2016,11.2
Niddrie,38 Garnet St,4,h,1160000.0,PI,Paul,28-05-2016,11.2
Niddrie,20 George St,3,t,740000.0,VB,Nelson,28-05-2016,11.2
Niddrie,3a George St,3,t,905000.0,PI,Nelson,28-05-2016,11.2
Niddrie,14 Vaynor St,3,h,1105000.0,S,Brad,28-05-2016,11.2
Niddrie,10 Grosvenor St,5,h,,SP,Nelson,28-08-2016,11.2
Niddrie,1/49 Hamilton St,2,u,591000.0,S,Brad,30-07-2016,11.2
Niddrie,8 Rutland St,3,h,960000.0,PI,Barry,30-07-2016,11.2
Niddrie,2/42 Sapphire St,3,u,815000.0,S,Barry,30-07-2016,11.2
North Melbourne,10 Canning St,4,h,2920000.0,S,Nelson,03-09-2016,2.3
North Melbourne,90 Molesworth St,3,h,1635000.0,S,Nelson,03-09-2016,2.3
North Melbourne,208/150 Peel St,1,u,491000.0,SP,Nelson,03-09-2016,2.3
North Melbourne,6/49 Haines St,2,u,528500.0,SP,Woodards,04-06-2016,2.3
North Melbourne,24/101 Leveson St,2,u,585000.0,SA,Edward,04-06-2016,2.3
North Melbourne,11 Erskine Pl,2,t,,PI,Nardella,06-08-2016,2.3
North Melbourne,319/350 Victoria St,2,u,645000.0,S,Nelson,07-05-2016,2.3
North Melbourne,12/25 Byron St,1,u,410000.0,VB,Jellis,07-11-2016,2.3
North Melbourne,110/171 Flemington Rd,2,u,550000.0,SP,Jellis,07-11-2016,2.3
North Melbourne,2/43 Haines St,2,u,470000.0,VB,W.B.,07-11-2016,2.3
North Melbourne,115/150 Peel St,2,u,470000.0,VB,W.B.,07-11-2016,2.3
North Melbourne,112 Dryburgh St,4,h,,PI,Jellis,08-10-2016,2.3
North Melbourne,13/49 Haines St,2,u,475000.0,S,Jas,08-10-2016,2.3
North Melbourne,6/55 Provost St,2,u,640000.0,S,MICM,08-10-2016,2.3
North Melbourne,331 Flemington Rd,4,h,1330000.0,S,McDonald,10-09-2016,2.3
North Melbourne,2 Haines St,4,h,,S,Jellis,10-09-2016,2.3
North Melbourne,23/43 Haines St,2,u,450000.0,VB,W.B.,12-11-2016,2.3
North Melbourne,6 Shiel St,3,h,1385000.0,S,Nelson,13-08-2016,2.3
North Melbourne,301/93 Arden St,2,u,,SP,hockingstuart,14-05-2016,2.3
North Melbourne,44 Byron St,2,h,990000.0,S,Nelson,15-10-2016,2.3
North Melbourne,2/150 Arden St,2,u,440000.0,PI,hockingstuart,16-04-2016,2.3
North Melbourne,5 Carroll St,3,h,,SP,RT,16-04-2016,2.3
North Melbourne,12/700 Queensberry St,2,u,606000.0,S,Nelson,16-04-2016,2.3
North Melbourne,103/25 Byron St,1,u,450000.0,SP,Jellis,16-07-2016,2.3
North Melbourne,3 Murphy St,3,h,1470000.0,S,Jellis,17-09-2016,2.3
North Melbourne,5/97 Oshanassy St,2,u,591500.0,S,Jellis,17-09-2016,2.3
North Melbourne,8/201 Abbotsford St,2,t,1300000.0,VB,Nelson,18-06-2016,2.3
North Melbourne,46 Shiel St,4,h,,S,hockingstuart,18-06-2016,2.3
North Melbourne,206/97 Flemington Rd,1,u,,PI,Pagan,22-05-2016,2.3
North Melbourne,25 Wilson Mw,3,t,872000.0,S,Gary,22-05-2016,2.3
North Melbourne,3 Wilson Mw,2,t,700000.0,VB,W.B.,22-05-2016,2.3
North Melbourne,3/369 Abbotsford St,2,u,540000.0,S,Alexkarbon,22-08-2016,2.3
North Melbourne,407/5 Stawell St,1,u,420000.0,VB,Jellis,22-08-2016,2.3
North Melbourne,443 Abbotsford St,2,h,1200000.0,SP,Jellis,24-09-2016,2.3
North Melbourne,306/350 Victoria St,2,u,630000.0,SP,Alexkarbon,24-09-2016,2.3
North Melbourne,3 Wilson Mw,2,h,690000.0,S,Rendina,24-09-2016,2.3
North Melbourne,20 Scotia St,2,h,800000.0,VB,Nelson,27-06-2016,2.3
North Melbourne,2/101 Leveson St,2,u,950000.0,S,hockingstuart,28-05-2016,2.3
North Melbourne,15 Mary St,3,t,1065000.0,S,Alexkarbon,28-05-2016,2.3
North Melbourne,12 Curzon St,2,h,885000.0,S,Jellis,28-08-2016,2.3
North Melbourne,54 Elm St,2,h,,S,Jellis,28-08-2016,2.3
North Melbourne,3 George St,2,h,,S,Jellis,28-08-2016,2.3
North Melbourne,11/19 Wood St,2,u,587134.0,SP,Woodards,28-08-2016,2.3
North Melbourne,2/22 Atkin St,2,t,,PI,Biggin,30-07-2016,2.3
Northcote,43 Christmas St,2,h,1286000.0,S,McGrath,03-09-2016,5.5
Northcote,30 Clarke St,3,h,1200000.0,S,Nelson,03-09-2016,5.5
Northcote,57A Derby St,3,h,1382500.0,SA,Nelson,03-09-2016,5.5
Northcote,3/412 High St,2,u,630000.0,S,McGrath,03-09-2016,5.5
Northcote,24 Jessie St,4,h,1600000.0,VB,Jellis,03-09-2016,5.5
Northcote,39 Barry St,3,h,1710000.0,PI,Collins,04-06-2016,5.5
Northcote,51 Kellett St,4,h,1590000.0,SP,Jellis,04-06-2016,5.5
Northcote,15 Leonard St,3,h,,S,Nelson,04-06-2016,5.5
Northcote,3/2 McCracken Av,3,h,905000.0,S,Nelson,04-06-2016,5.5
Northcote,12 Simpson St,6,h,2000000.0,SP,Nelson,04-06-2016,5.5
Northcote,7/9 Walker St,2,u,466000.0,SP,Nelson,04-06-2016,5.5
Northcote,142 Separation St,2,h,,SP,Nelson,06-08-2016,5.5
Northcote,11/94 Union St,2,u,583000.0,SP,Nelson,06-08-2016,5.5
Northcote,16/116 Arthurton Rd,2,u,418000.0,SP,hockingstuart,07-05-2016,5.5
Northcote,91 Charles St,3,h,,SN,Nelson,07-05-2016,5.5
Northcote,77 Dennis St,3,h,860000.0,PI,Nelson,07-05-2016,5.5
Northcote,4/75 Gadd St,2,t,650000.0,VB,Nelson,07-05-2016,5.5
Northcote,20 Oldis Av,3,h,1280000.0,S,Barry,07-05-2016,5.5
Northcote,8 Salisbury Gr,2,h,,SP,Miles,07-05-2016,5.5
Northcote,21 Vauxhall Rd,4,h,,S,Jellis,07-05-2016,5.5
Northcote,29 Westgarth St,4,h,1700000.0,PI,hockingstuart,07-05-2016,5.5
Northcote,99 Christmas St,2,h,1575000.0,SA,McGrath,07-11-2016,5.5
Northcote,58 Herbert St,2,h,950000.0,S,Purplebricks,07-11-2016,5.5
Northcote,502/8 Breavington Wy,2,u,641000.0,SP,Nelson,08-10-2016,5.5
Northcote,6 Brooke St,3,h,1655000.0,SP,Jellis,08-10-2016,5.5
Northcote,13 Helen St,4,h,1950000.0,S,Jellis,08-10-2016,5.5
Northcote,1a Reid St,2,t,720000.0,S,Peter,08-10-2016,5.5
Northcote,32 Stott St,4,h,905000.0,S,Nelson,08-10-2016,5.5
Northcote,91 Arthurton Rd,3,h,1255000.0,S,Nelson,10-09-2016,5.5
Northcote,9/162 Clarke St,2,u,601000.0,S,Nelson,10-09-2016,5.5
Northcote,122 Emmaline St,2,h,1020000.0,S,Nelson,10-09-2016,5.5
Northcote,8/6 McCracken Av,2,u,460000.0,VB,McGrath,10-09-2016,5.5
Northcote,12/20 Ross St,1,u,435000.0,S,Nelson,10-09-2016,5.5
Northcote,20 Salisbury Gr,2,h,790000.0,PI,McGrath,10-09-2016,5.5
Northcote,124a Victoria Rd,3,h,990000.0,S,Barry,10-09-2016,5.5
Northcote,3/162 Westgarth St,2,u,605000.0,S,Love,10-09-2016,5.5
Northcote,68b Derby St,4,h,1310000.0,PI,Nelson,12-06-2016,5.5
Northcote,14 Henry St,2,h,1112000.0,S,Nelson,12-06-2016,5.5
Northcote,121 Mitchell St,5,h,,SN,Nelson,12-06-2016,5.5
Northcote,56 Andrew St,3,h,,SN,Nelson,12-11-2016,5.5
